1,270986,91200,291,512,11,392
           9,270034,682613,1046,2112,1223,1400
           17,294026,1629849,2979,3712,2425,3584
           25,335653,2481773,4142,5568,4224,6440
           33,354824,3960455,7130,8960,6147,7504
           41,364105,4190759,6817,9728,7105,10136
           49,366306,5725620,10313,12224,8638,11424
           57,427965,6015992,10289,12672,9895,13608
           65,409575,7418269,12840,15232,11698,14840
           73,420740,8039701,13611,17408,13219,17080
           81,429624,8668209,14415,18880,14502,18088
           89,440945,9837275,17957,22720,14659,18928
           97,453249,10816294,18255,24128,17722,21616
           105,462687,11756049,21094,24960,18110,23240
           113,468130,12969818,23127,27776,19905,25144
           121,491825,13230661,22906,28544,21295,25480
           129,495312,13846576,24553,28864,21612,27328
           137,502649,15768456,28372,34112,24295,30576
           145,559769,15549567,26095,34304,25801,30352
           153,537346,17514892,30501,37056,27894,31920
           161,543411,18583730,33654,39424,28254,33488
           169,571842,18867499,32627,39488,30295,33824
           177,592212,18349627,32263,40000,28888,35728
           185,596320,20667191,36762,44032,32317,36848
           193,605349,21847877,38495,46912,34134,38808
           201,620646,22545323,39544,46656,35738,40824
           209,645158,23224002,40186,49024,37626,42504
           217,649711,24809958,44704,56832,37846,45528
           225,671282,24334006,41758,51712,39207,47096
           233,716006,26328439,47161,58752,40635,49056
           241,705246,26889798,47457,55744,42165,51296
           249,725130,27653110,48632,57024,43915,52864
           257,735563,27867575,48841,57472,44229,55384
           265,747091,29492690,51833,60544,46759,56280
           273,758562,30502547,54246,66880,47299,57568
           281,783729,30921373,55811,64640,47618,59864
           289,795167,32729818,56533,69888,52505,60816
           297,808934,34667721,62846,78016,52466,62944
           305,830063,34545173,61128,78336,54018,64792
           313,850719,34969281,60697,72000,55640,66416
           321,851075,37334422,68122,81536,56511,67872
           329,869619,36703499,66269,78784,56034,69832
           337,875686,38584675,69518,83456,59015,72128
           345,893184,38396996,67400,78912,60850,73808
           353,905030,40289743,73087,84480,61122,75600
           361,925527,40008814,69526,82944,63925,77000
           369,933524,43187733,79288,95168,64846,78680
           377,955910,43349971,77626,97024,66513,80136
           385,985255,44183513,78454,92224,69251,82152
           393,980175,44246113,77929,94784,69482,84728
           401,1019542,45440298,80444,95872,70376,86072
           409,1015412,46010887,81261,96768,71849,87472
           417,1029756,47241701,86241,103552,71332,89040
           425,1038523,46584106,82832,99136,72295,91000
           433,1077273,48247133,85402,99968,75890,92344
           441,1078004,48647785,86133,100032,76210,94192
           449,1096069,50430933,90695,108160,77124,96600
           457,1104902,51460608,92504,110336,79154,96432
           465,1129548,51826838,90877,105920,81402,99288
           473,1135364,53990199,98425,120576,81452,101696
           481,1172727,53065603,93341,124160,83905,103096
           489,1169718,53169195,94023,120384,83442,104832
           497,1189356,54584315,97206,120576,84553,107296
           505,1208230,56030782,98253,116800,88150,106680
           513,1218033,57546915,102828,122880,89414,110376
           521,1238826,57191603,102044,123072,88541,111160
           529,1244493,58569234,102607,120256,92700,112280
           537,1266926,60551611,109398,130816,92813,115192
           545,1282777,60902124,109382,128512,93804,115752
           553,1316198,60737969,106603,124096,96010,117376
           561,1312255,63995185,115472,134720,97903,120064
           569,1327790,63176174,112106,136512,98387,122696
           577,1350415,63914394,110851,131520,102264,122752
           585,1360519,65990352,115613,134592,104000,124712
           593,1370969,67006652,119914,141824,103101,127400
           601,1391716,66941389,116405,137088,106846,129472
           609,1395921,69558884,123701,147072,107907,131432
           617,1426005,70598994,125897,148480,109409,131712
           625,1446573,70217989,122860,147328,111270,135296
           633,1447448,72242571,129022,151872,111485,135464
           641,1465144,74078001,131714,153600,115058,137480
