44452,91200,291,576,11,336
43744,9287,12,64,17,224
45162,7593,0,0,22,448
47194,105304,326,896,23,392
49014,234894,530,896,257,448
49520,302650,563,768,444,616
52923,627116,1441,1856,630,1008
54619,798133,1697,1920,926,1008
56628,682613,1046,2112,1223,1568
61602,937220,1688,2368,1394,1904
57065,839875,1547,1792,1214,1456
60243,1253870,2096,3136,2105,2184
64628,1486125,2836,4096,2189,2688
70112,1373918,2436,3008,2152,2408
68808,1359144,2567,2944,1978,2632
74648,1890397,3089,4736,3125,3136
75060,1629849,2979,3776,2425,3192
75023,2027733,3608,4480,3162,3528
77183,2009800,3698,4608,3095,3696
83186,2514053,4807,6592,3609,3696
84570,2948800,5874,6912,3935,4368
93653,2380966,4160,5248,3835,4144
86521,2911706,5128,7360,4560,5040
90915,2614646,5171,6144,3516,5040
97079,2481773,4142,5504,4224,5880
88793,2919641,5145,6144,4537,5320
96039,3349809,6442,7872,4670,5656
111698,3207192,5161,8640,5477,5824
115051,3109323,5578,6464,4680,6216
108437,3370842,5818,7936,5330,6328
106407,3185690,5219,7232,5385,6104
109601,3981182,7399,10048,5782,6440
116195,3960455,7130,8384,6147,7616
126327,3646646,6516,8448,5636,6608
123490,3789914,5888,9088,6728,7112
140347,4101925,6849,9088,6791,7504
127291,4363507,8290,9984,6261,7896
145243,4011308,7015,8320,6467,7560
130425,4607316,7700,11072,7752,8176
141983,4108442,7128,8832,6586,8400
152879,4190759,6817,9536,7105,8176
146116,5100091,9807,11968,7292,8960
158809,4826132,8664,10176,7476,8848
154074,4939771,8571,10304,8007,8680
164108,4854935,8462,10368,7786,9296
157293,5270607,9012,11264,8665,10304
157457,5071938,9311,13568,7422,10752
164204,4817180,8792,10176,7453,10080
146032,5725620,10313,12992,8638,10864
172064,5633436,9982,13632,8912,10024
170048,5690410,10361,13504,8676,10640
173532,6426920,12380,15616,9186,11088
170877,6210722,11359,15232,9271,10304
170068,6254508,11138,13440,9758,11368
172575,6507409,12168,14272,9498,11424
175850,6154001,10415,13248,9979,11648
175300,6015992,10289,12608,9895,11424
172871,6624490,11943,14464,10202,12376
185591,6503469,12174,14016,9486,12208
175766,6718015,11816,14336,10535,12040
183378,7514818,14265,17216,10856,12488
186164,6926832,12994,15296,10151,12880
173551,6619661,10905,15040,11156,13328
