CUDA heap size: 268435456
-1,314794509,524473,537152,524533,533888
10631,236262674,263586,536000,524533,533888
8348,164438279,225684,534976,322434,533696
9013,172169182,187074,533440,386688,533696
8909,169342742,153277,531264,411443,533760
8972,167308916,124336,529216,433727,533760
7763,118130380,96576,526848,297909,533568
6921,112038486,89332,523008,284547,533568
7195,117418255,78464,513344,313072,533824
7274,115301874,70757,494144,313459,534208
6184,87871012,66981,471680,225673,534208
5649,73686864,62201,448320,183040,534208
5426,71889393,63283,432896,176469,534208
5525,75346380,62439,411136,188802,534400
4895,58857665,64362,395648,132637,534208
4765,56449006,67439,378496,120887,534208
4649,52353172,69786,364224,104776,533568
4591,52850632,75738,354240,100501,533504
4454,48183396,81907,341952,78950,528832
4367,48632264,89632,332928,72671,528576
4326,51146497,98762,324480,71952,527168
4415,51519427,107691,315904,63690,526848
4311,50724865,121086,311168,47867,503488
4508,55407413,134798,305728,49993,502592
4621,60370129,151261,301632,50116,500672
4866,66137459,169604,298944,50766,500032
4688,68876388,189548,295232,40568,464704
4947,76358898,214631,293632,39747,463296
5078,85052469,240965,293120,42218,461952
5588,94347368,271027,292928,43520,460608
5880,103839069,304565,346496,41587,430336
5984,114164769,340755,399808,40045,428608
6240,127467377,382389,399808,42395,427520
6822,141701141,425855,452480,45940,426752
7043,156470883,473862,508736,47190,405888
7614,172389381,524539,572992,50420,404800
7754,188723900,576936,629696,52487,404544
8360,207161356,632645,683200,57714,404032
8635,225575948,689157,740864,62653,396224
9113,244484779,746433,796352,68546,395648
9660,263296867,802914,859072,75534,395328
10050,281342638,856565,922304,81454,395136
10565,299751039,908481,981248,90539,390080
10886,316397227,954254,1036736,100269,389824
11203,332248769,995827,1097600,111524,389568
11506,345939582,1029399,1122304,123403,389504
11970,357126310,1055660,1179520,134657,386816
11837,367399438,1074907,1178752,150124,387840
12628,374517946,1082572,1178688,165888,387840
12739,379356835,1081385,1197952,183169,387776
12592,381390547,1069456,1196224,200928,386816
