CUDA heap size: 268435456
-1,314794509,524473,529216,524533,536144
5561,236262674,263586,528128,524533,536144
4887,164438279,225684,527808,322434,535920
5394,172169182,187074,527232,386688,535920
5552,169342742,153277,526720,411443,535920
5734,167308916,124336,525824,433727,535920
4822,118130380,96576,523904,297909,535640
4078,112038486,89332,520320,284547,535640
4274,117418255,78464,511168,313072,535640
4269,115301874,70757,491072,313459,535640
3547,87871012,66981,470528,225673,535024
3171,73686864,62201,449024,183040,535024
2897,71889393,63283,431680,176469,534968
3030,75346380,62439,411904,188802,534968
2546,58857665,64362,395328,132637,533960
2412,56449006,67439,376192,120887,533848
2302,52353172,69786,361408,104776,533568
2187,52850632,75738,351168,100501,533568
2041,48183396,81907,339904,78950,524272
1966,48632264,89632,328960,72671,523600
2011,51146497,98762,321664,71952,522144
2025,51519427,107691,312640,63690,521920
1934,50724865,121086,307328,47867,493584
1986,55407413,134798,302080,49993,491400
2073,60370129,151261,298304,50116,489048
2180,66137459,169604,294784,50766,487816
2219,68876388,189548,291392,40568,447160
2349,76358898,214631,290240,39747,444528
2578,85052469,240965,289408,42218,443128
3466,94347368,271027,289344,43520,441672
3305,103839069,304565,346240,41587,410928
3320,114164769,340755,396928,40045,408968
3606,127467377,382389,399424,42395,407456
3832,141701141,425855,477760,45940,406168
4280,156470883,473862,534592,47190,384832
4512,172389381,524539,598272,50420,383488
4726,188723900,576936,641088,52487,382704
5217,207161356,632645,695296,57714,382200
5693,225575948,689157,756544,62653,370384
5992,244484779,746433,814784,68546,369376
6456,263296867,802914,872192,75534,369152
6826,281342638,856565,933184,81454,368984
7269,299751039,908481,994560,90539,363832
7585,316397227,954254,1053824,100269,363664
7949,332248769,995827,1106176,111524,363496
8099,345939582,1029399,1106048,123403,363440
8703,357126310,1055660,1167680,134657,361368
8539,367399438,1074907,1167488,150124,361312
9206,374517946,1082572,1224384,165888,361256
8826,379356835,1081385,1221568,183169,361256
9043,381390547,1069456,1219392,200928,360136
9133,380468984,1048463,1217472,218599,360080
9183,377851622,1019421,1214976,239498,360080
9202,371951911,980234,1212672,259894,360080
8993,364611745,934637,1211328,280620,359800
8992,354621861,881007,1209472,301128,359800
8896,342747355,823272,1207488,319475,359968
9364,330632806,762238,1205824,339712,360024
9856,316656323,697795,1204672,358041,368256
9572,302308841,632636,1202880,374847,375984
9416,287200056,567424,1201664,390160,390824
9338,271632592,504644,1199872,400915,430584
7827,257001274,445021,1198400,411115,430584
8154,242084477,388249,1197376,418788,431536
7890,227956975,335741,1196160,423854,431648
7956,213987475,287586,1194944,425933,441952
6887,200175417,244581,1193856,423097,441952
6825,188200421,206603,1192320,420918,442008
6394,176683427,173514,1189568,416236,442008
5974,166269981,144834,1181760,409316,442008
5601,156198420,119951,1167040,400648,442008
5370,146488481,99363,1144832,388829,442008
5146,138192164,82238,1109312,378325,442008
4951,130647332,68014,1054720,367355,442008
4697,123337091,56543,983424,354947,442008
4528,116877819,47250,903360,342309,442008
4239,110267927,39870,815872,327863,442008
4043,104887799,34103,726720,315506,442008
3957,99930665,29517,634048,303576,442008
3755,95069758,25880,546752,291219,442008
3611,90746270,23234,465536,279063,442008
3461,86285085,21193,393024,266032,442008
3340,82389917,19783,329792,254856,441952
3228,79150272,18601,273152,244807,441896
3180,75738713,17857,224064,234579,441896
3065,72649248,17508,186752,224757,441840
2903,69323706,17445,157824,213585,441728
2804,66735308,17700,135808,204679,441504
2729,64515315,18032,118848,196630,441280
2635,62040565,18646,105600,188269,441056
2592,59970667,19448,94976,180396,440776
2511,57641080,20256,85440,171626,440104
2430,55543798,21209,78400,164448,439936
2429,54164785,22152,73536,158425,439544
2320,52607191,23415,69248,151786,438928
2331,51166113,24736,65472,145845,437920
2210,49404430,26136,62016,139050,436856
2144,48319315,27700,58176,133487,435960
2100,47199485,29308,55936,128357,434560
2107,46356021,31247,54272,123240,432544
2081,45531956,33412,52416,118666,430752
2091,44597478,35551,51456,113325,429016
2064,44016444,37937,50240,108778,426832
2057,43516096,40267,49856,105020,425152
2068,43469509,42979,49792,101565,421624
2082,43058241,45618,60800,98365,420112
2050,42583103,48439,60672,93858,417256
2062,42517875,51533,60544,90770,415296
2129,42820666,54656,60544,88370,411880
1984,43213189,58012,65344,86199,409696
1908,43449039,61492,103488,83558,405496
1834,43722250,65102,102976,80548,402192
1854,44347393,69090,102656,78626,398608
1889,45085013,73030,102464,77489,395864
1957,45871104,77238,102272,75724,390768
2024,46737359,81624,101952,74484,387632
2066,47592976,86208,101760,72664,384328
2093,48876277,91330,102016,71475,381864
1965,50204668,96366,156736,70831,376376
1941,51469768,101696,156160,70303,372848
1944,52973518,106701,155456,70221,369432
1990,54594704,112388,154880,69533,367024
2049,56083760,118091,154560,69102,361312
2120,58062966,123997,154176,69591,357952
2187,59858895,130159,153984,70118,354424
2299,62134155,136322,153984,70804,351792
2291,63846563,142639,201024,70666,345464
