72 201,25693,0
72 202,57672,0
72 203,27346,0
72 204,25956,0
72 205,58031,0
72 206,27851,0
72 207,26674,0
72 208,58439,0
72 209,28414,0
72 210,26862,0
72 211,58970,0
72 212,30202,0
72 213,27332,0
72 214,59233,0
72 215,30623,0
72 216,27915,0
72 217,62077,0
72 218,29574,0
72 219,61735,0
72 220,61832,0
72 221,62072,0
72 222,61988,0
72 223,62087,0
72 224,62283,0
72 225,62358,0
72 226,62527,0
72 227,62640,0
72 228,62751,0
72 229,63023,0
72 230,63026,0
72 231,63265,0
72 232,63470,0
72 233,63465,0
72 234,65847,0
72 235,66041,0
72 236,66239,0
72 237,66381,0
72 238,66464,0
72 239,66613,0
72 240,66838,0
72 241,67041,0
72 242,67127,0
72 243,67241,0
72 244,67462,0
72 245,67501,0
72 246,67488,0
72 247,67659,0
72 248,67688,0
72 249,67889,0
72 250,67842,0
72 251,67928,0
72 252,70286,0
72 253,70541,0
72 254,70544,0
72 255,70654,0
72 256,70676,0
72 257,70954,0
72 258,71005,0
72 259,71238,0
72 260,71298,0
72 261,71554,0
72 262,71803,0
72 263,71935,0
72 264,72167,0
72 265,72150,0
72 266,72313,0
72 267,72561,0
72 268,72794,0
72 269,72828,0
72 270,75368,0
72 271,75395,0
72 272,75491,0
72 273,75590,0
72 274,75809,0
72 275,75923,0
72 276,76070,0
72 277,76116,0
72 278,76317,0
72 279,76340,0
72 280,76445,0
72 281,76566,0
72 282,76632,0
72 283,76770,0
72 284,76774,0
72 285,76980,0
72 286,77072,0
72 287,77088,0
72 288,79442,0
72 289,79738,0
72 290,79487,0
72 291,79853,0
72 292,79863,0
72 293,80081,0
72 294,80037,0
72 295,80254,0
72 296,80397,0
72 297,80560,0
72 298,80692,0
72 299,80987,0
72 300,83426,0
72 301,83755,0
72 302,83701,0
72 303,83784,0
72 304,84001,0
72 305,84128,0
72 306,86556,0
72 307,86558,0
72 308,86996,0
72 309,87110,0
72 310,87269,0
72 311,87419,0
72 312,87568,0
72 313,87786,0
72 314,87813,0
72 315,87934,0
72 316,87996,0
72 317,88188,0
72 318,88281,0
72 319,88546,0
72 320,88628,0
72 321,88743,0
72 322,88986,0
72 323,88938,0
72 324,88894,0
72 325,91416,0
72 326,91371,0
72 327,91424,0
72 328,91657,0
72 329,91678,0
72 330,91987,0
72 331,92107,0
72 332,91930,0
72 333,92012,0
72 334,92117,0
72 335,92082,0
72 336,92182,0
72 337,92417,0
72 338,92534,0
72 339,92605,0
72 340,92879,0
72 341,95319,0
72 342,92781,0
72 343,93010,0
72 344,95381,0
72 345,95581,0
72 346,95957,0
72 347,95989,0
72 348,96115,0
72 349,96331,0
72 350,96485,0
72 351,96796,0
72 352,96933,0
72 353,97142,0
72 354,97211,0
72 355,97334,0
72 356,97402,0
72 357,97591,0
72 358,97869,0
72 359,98072,0
72 360,98225,0
72 361,98279,0
72 362,100723,0
72 363,100864,0
72 364,100940,0
72 365,101100,0
72 366,101213,0
72 367,101440,0
72 368,101483,0
72 369,101638,0
72 370,101957,0
72 371,102096,0
72 372,102391,0
72 373,102345,0
72 374,102521,0
72 375,102501,0
72 376,102643,0
72 377,102818,0
72 378,105378,0
72 379,105356,0
72 380,105564,0
72 381,105370,0
72 382,105676,0
72 383,105755,0
72 384,105724,0
72 385,105926,0
72 386,106158,0
72 387,106380,0
72 388,106380,0
72 389,106427,0
72 390,106605,0
72 391,106751,0
72 392,106533,0
72 393,106998,0
72 394,106924,0
72 395,107195,0
72 396,107000,0
72 397,109472,0
72 398,109419,0
72 399,109850,0
72 400,109651,0
72 401,109713,0
72 402,109941,0
72 403,110154,0
72 404,110082,0
72 405,110128,0
72 406,110404,0
72 407,110330,0
72 408,110573,0
72 409,110609,0
72 410,110765,0
72 411,110875,0
72 412,111041,0
72 413,111236,0
72 414,113664,0
72 415,113742,0
72 416,113956,0
72 417,114069,0
72 418,114268,0
72 419,114545,0
72 420,114335,0
72 421,114952,0
72 422,114949,0
72 423,115065,0
72 424,115337,0
72 425,117647,0
72 426,117835,0
72 427,118041,0
72 428,118078,0
72 429,118341,0
72 430,118491,0
72 431,118685,0
72 432,118693,0
72 433,118801,0
72 434,121468,0
72 435,121565,0
72 436,121846,0
72 437,121768,0
72 438,121909,0
72 439,122049,0
72 440,122390,0
72 441,122469,0
72 442,122590,0
72 443,122563,0
72 444,122647,0
72 445,123065,0
72 446,122974,0
72 447,123012,0
72 448,123302,0
72 449,123394,0
72 450,123664,0
72 451,123678,0
72 452,125958,0
72 453,126407,0
72 454,126453,0
72 455,126479,0
72 456,126582,0
72 457,126808,0
72 458,126839,0
72 459,127040,0
72 460,127159,0
72 461,127278,0
72 462,127451,0
72 463,127745,0
72 464,127695,0
72 465,128004,0
72 466,128067,0
72 467,128186,0
72 468,128264,0
72 469,130778,0
72 470,130612,0
72 471,130840,0
72 472,130851,0
72 473,131259,0
72 474,131265,0
72 475,131641,0
72 476,131716,0
72 477,131748,0
72 478,131911,0
72 479,131903,0
72 480,132066,0
72 481,132324,0
72 482,132040,0
72 483,132319,0
72 484,132485,0
72 485,132645,0
72 486,135064,0
72 487,132765,0
72 488,135144,0
72 489,135116,0
72 490,135239,0
72 491,135333,0
72 492,135481,0
72 493,135720,0
72 494,135632,0
72 495,135734,0
72 496,135983,0
72 497,136529,0
72 498,136191,0
72 499,136270,0
72 500,136143,0
72 501,136205,0
72 502,136484,0
72 503,136564,0
72 504,138970,0
72 505,139031,0
72 506,139195,0
72 507,139236,0
72 508,139656,0
72 509,139364,0
72 510,139414,0
72 511,139404,0
72 512,139831,0
72 513,139985,0
72 514,139795,0
72 515,140379,0
72 516,140347,0
72 517,140486,0
72 518,140536,0
72 519,140897,0
72 520,140852,0
72 521,141276,0
72 522,143745,0
72 523,141389,0
72 524,144067,0
72 525,144005,0
72 526,144193,0
72 527,144524,0
72 528,145202,0
72 529,147735,0
72 530,144948,0
72 531,145252,0
72 532,145147,0
72 533,145369,0
72 534,145563,0
72 535,145742,0
72 536,148134,0
72 537,148247,0
72 538,148466,0
72 539,148500,0
72 540,148668,0
72 541,148978,0
72 542,151440,0
72 543,151495,0
72 544,151708,0
72 545,151713,0
72 546,151957,0
72 547,152383,0
72 548,152167,0
72 549,152413,0
72 550,152485,0
72 551,152587,0
72 552,152804,0
72 553,152846,0
72 554,153005,0
72 555,153379,0
72 556,153562,0
72 557,155965,0
72 558,153664,0
72 559,153762,0
72 560,156000,0
72 561,156210,0
72 562,156461,0
72 563,156493,0
72 564,156522,0
72 565,156880,0
72 566,157057,0
72 567,157180,0
72 568,157224,0
72 569,157238,0
72 570,157352,0
72 571,157754,0
72 572,157632,0
72 573,157948,0
72 574,157935,0
72 575,158080,0
72 576,158213,0
72 577,160633,0
72 578,160876,0
72 579,160644,0
72 580,160653,0
72 581,161159,0
72 582,161181,0
72 583,161550,0
72 584,161516,0
72 585,161698,0
72 586,161732,0
72 587,161728,0
72 588,162054,0
72 589,162160,0
72 590,162220,0
72 591,162315,0
72 592,162881,0
72 593,163010,0
72 594,162933,0
72 595,163044,0
72 596,165576,0
72 597,165485,0
72 598,165568,0
72 599,165991,0
72 600,166141,0
72 601,165941,0
72 602,166069,0
72 603,166389,0
72 604,166230,0
72 605,166409,0
72 606,166485,0
72 607,166891,0
72 608,167020,0
72 609,167356,0
72 610,167197,0
72 611,167342,0
72 612,167326,0
72 613,167496,0
72 614,167782,0
72 615,170360,0
72 616,170275,0
72 617,170354,0
72 618,170591,0
72 619,170799,0
72 620,170758,0
72 621,170881,0
72 622,171109,0
72 623,171306,0
72 624,171294,0
72 625,171307,0
72 626,171643,0
72 627,173982,0
72 628,174174,0
72 629,174341,0
72 630,174602,0
72 631,174319,0
72 632,176796,0
72 633,176816,0
72 634,177080,0
72 635,177578,0
72 636,177349,0
72 637,177435,0
72 638,177761,0
72 639,178187,0
72 640,177900,0
72 641,177827,0
72 642,177957,0
72 643,178516,0
72 644,178387,0
72 645,178621,0
72 646,178420,0
72 647,176348,0
72 648,178697,0
72 649,176640,0
72 650,176532,0
72 651,178926,0
72 652,181335,0
72 653,181353,0
72 654,181518,0
72 655,179448,0
72 656,179664,0
72 657,179637,0
72 658,179715,0
72 659,179774,0
72 660,179856,0
72 661,179808,0
72 662,179933,0
72 663,180217,0
72 664,180285,0
72 665,180486,0
72 666,182981,0
72 667,182971,0
72 668,182786,0
72 669,183029,0
72 670,182767,0
72 671,182724,0
72 672,183047,0
72 673,183142,0
72 674,183182,0
72 675,183357,0
72 676,183556,0
72 677,183516,0
72 678,183555,0
72 679,184317,0
72 680,184051,0
72 681,184031,0
72 682,184307,0
72 683,184499,0
72 684,184614,0
72 685,184513,0
72 686,187146,0
72 687,187033,0
72 688,187152,0
72 689,187478,0
72 690,187566,0
72 691,187705,0
72 692,187750,0
72 693,188053,0
72 694,188137,0
72 695,188519,0
72 696,190832,0
72 697,191547,0
72 698,190973,0
72 699,191600,0
72 700,191601,0
72 701,192100,0
72 702,192130,0
72 703,192218,0
72 704,194682,0
72 705,194838,0
72 706,194947,0
72 707,195220,0
72 708,195229,0
72 709,195114,0
72 710,195544,0
72 711,196346,0
72 712,195871,0
72 713,196190,0
72 714,196448,0
72 715,196513,0
72 716,196399,0
72 717,196511,0
72 718,197073,0
72 719,197069,0
72 720,197223,0
72 721,197484,0
72 722,197576,0
72 723,199967,0
72 724,200146,0
72 725,200465,0
72 726,200611,0
72 727,200826,0
72 728,200943,0
72 729,200933,0
72 730,201433,0
72 731,201467,0
72 732,203743,0
72 733,201536,0
72 734,201463,0
72 735,202016,0
72 736,202018,0
72 737,204200,0
72 738,202143,0
72 739,204514,0
72 740,204714,0
72 741,207316,0
72 742,207217,0
72 743,207455,0
72 744,207319,0
72 745,207565,0
72 746,208126,0
72 747,207657,0
72 748,207947,0
72 749,208407,0
72 750,208007,0
72 751,208241,0
72 752,208515,0
72 753,208643,0
72 754,208590,0
72 755,209228,0
72 756,208795,0
72 757,209044,0
72 758,209152,0
72 759,209429,0
72 760,209577,0
72 761,211944,0
72 762,212033,0
72 763,212262,0
72 764,212042,0
72 765,212430,0
72 766,212530,0
72 767,212624,0
72 768,212872,0
72 769,212978,0
72 770,213017,0
72 771,213238,0
72 772,213346,0
72 773,213433,0
72 774,213537,0
72 775,214080,0
72 776,214019,0
72 777,216500,0
72 778,216439,0
72 779,216416,0
72 780,216461,0
72 781,216715,0
72 782,217377,0
72 783,217240,0
72 784,217209,0
72 785,217322,0
72 786,217357,0
72 787,217951,0
72 788,217567,0
72 789,217943,0
72 790,217932,0
72 791,218088,0
72 792,218411,0
72 793,218142,0
72 794,218563,0
72 795,218653,0
72 796,218827,0
72 797,221190,0
72 798,221107,0
72 799,221523,0
72 800,221914,0
72 801,221834,0
72 802,221881,0
72 803,221746,0
72 804,222519,0
72 805,222584,0
72 806,222803,0
72 807,222675,0
72 808,222915,0
72 809,222980,0
72 810,222990,0
72 811,223456,0
72 812,223672,0
72 813,225626,0
72 814,225896,0
72 815,226082,0
72 816,226197,0
72 817,226411,0
72 818,226115,0
72 819,226601,0
72 820,226473,0
72 821,226767,0
72 822,227134,0
72 823,227121,0
72 824,226949,0
72 825,227050,0
72 826,227418,0
72 827,227631,0
72 828,227570,0
72 829,227597,0
72 830,230392,0
72 831,227970,0
72 832,230685,0
72 833,233141,0
72 834,230734,0
72 835,233878,0
72 836,233101,0
72 837,233189,0
72 838,233456,0
72 839,233777,0
72 840,231763,0
72 841,231446,0
72 842,234181,0
72 843,234112,0
72 844,231631,0
72 845,234459,0
72 846,231920,0
72 847,234424,0
72 848,232292,0
72 849,237404,0
72 850,234766,0
72 851,237237,0
72 852,234904,0
72 853,237659,0
72 854,237899,0
72 855,237721,0
72 856,238154,0
72 857,238338,0
72 858,238391,0
72 859,238325,0
72 860,238102,0
72 861,238889,0
72 862,238654,0
72 863,239246,0
72 864,239126,0
72 865,239388,0
72 866,239456,0
72 867,239554,0
72 868,239605,0
72 869,239744,0
72 870,242238,0
72 871,242358,0
72 872,242385,0
72 873,242314,0
72 874,242693,0
72 875,242706,0
72 876,243054,0
72 877,243287,0
72 878,243074,0
72 879,243071,0
72 880,243653,0
72 881,243534,0
72 882,243492,0
72 883,243763,0
72 884,244133,0
72 885,244333,0
72 886,244288,0
72 887,246861,0
72 888,244377,0
72 889,247023,0
72 890,246866,0
72 891,247496,0
72 892,247201,0
72 893,247879,0
72 894,247617,0
72 895,247618,0
72 896,247988,0
72 897,248277,0
72 898,248506,0
72 899,248150,0
72 900,249246,0
72 901,248481,0
72 902,248613,0
72 903,248700,0
72 904,251081,0
72 905,251412,0
72 906,251185,0
72 907,251462,0
72 908,251830,0
72 909,251804,0
72 910,252191,0
72 911,251998,0
72 912,252421,0
72 913,252229,0
72 914,252464,0
72 915,252692,0
72 916,252672,0
72 917,252993,0
72 918,253010,0
72 919,253207,0
72 920,253400,0
72 921,254078,0
72 922,253656,0
72 923,253735,0
72 924,256212,0
72 925,256491,0
72 926,256420,0
72 927,256946,0
72 928,256677,0
72 929,256940,0
72 930,256913,0
72 931,256981,0
72 932,257675,0
72 933,257865,0
72 934,257876,0
72 935,258103,0
72 936,258174,0
72 937,258035,0
72 938,258197,0
72 939,258546,0
72 940,260951,0
72 941,263295,0
72 942,261319,0
72 943,261444,0
72 944,263896,0
72 945,261974,0
72 946,264156,0
72 947,264759,0
72 948,264692,0
72 949,264635,0
72 950,264966,0
72 951,262772,0
72 952,262695,0
72 953,267328,0
72 954,267852,0
72 955,268236,0
72 956,268055,0
72 957,268714,0
72 958,269227,0
72 959,269235,0
72 960,269145,0
72 961,269539,0
72 962,269254,0
72 963,272597,0
72 964,272261,0
72 965,271967,0
72 966,272814,0
72 967,272735,0
72 968,273375,0
72 969,273509,0
72 970,275880,0
72 971,276279,0
72 972,274196,0
72 973,276797,0
72 974,277084,0
72 975,277257,0
72 976,277830,0
72 977,277988,0
72 978,278558,0
72 979,278267,0
72 980,278661,0
72 981,279390,0
72 982,279533,0
72 983,279734,0
72 984,282584,0
72 985,283127,0
72 986,283162,0
72 987,283922,0
72 988,284259,0
72 989,287076,0
72 990,287374,0
72 991,288212,0
72 992,288189,0
72 993,293423,0
72 994,294453,0
72 995,292029,0
72 996,291761,0
72 997,294751,0
72 998,294558,0
72 999,295414,0
72 1000,296174,0
72 1001,295874,0
72 1002,299440,0
72 1003,299306,0
72 1004,299559,0
72 1005,300568,0
72 1006,302819,0
72 1007,303749,0
72 1008,304081,0
