21,2875885,41731,116405082,207136,243072,180727,205296
           22,2876248,42028,116405082,207136,245056,180727,204456
           23,2726526,41823,116405082,207136,247360,180727,204288
           24,2937279,42058,116405082,207136,244608,180727,204624
           25,2808930,42189,116405082,207136,241984,180727,204344
           26,2824659,41881,116405082,207136,252160,180727,205520
           27,2962827,42027,116405082,207136,247040,180727,206640
           28,2787778,41753,116405082,207136,241536,180727,207088
           29,2785793,41887,116405082,207136,242368,180727,207032
           30,2948719,42450,116405082,207136,251520,180727,206080
           31,2802294,42711,116405082,207136,242560,180727,208656
           32,2818054,42491,116405082,207136,243200,180727,208600
           33,2925997,43033,116405082,207136,241792,180727,211400
           34,2854278,42952,116405082,207136,241920,180727,210784
           35,2806672,42571,116405082,207136,243392,180727,209776
           36,2780607,42993,116405082,207136,246912,180727,211960
           37,2808109,43026,116405082,207136,242048,180727,212800
           38,2781407,43312,116405082,207136,247296,180727,211792
           39,2664510,42886,116405082,207136,243008,180727,213360
           40,2662949,43264,116405082,207136,244416,180727,212016
           41,2761837,43208,116405082,207136,240896,180727,216496
           42,2580603,42947,116405082,207136,254080,180727,213976
           43,2524586,43143,116405082,207136,242560,180727,214816
           44,2513611,43189,116405082,207136,241664,180727,211792
           45,2610481,43385,116405082,207136,253824,180727,217112
           46,2574621,43386,116405082,207136,243136,180727,215880
           47,2497909,43395,116405082,207136,244928,180727,215208
           48,2459492,43622,116405082,207136,250176,180727,213640
           49,2431879,44066,116405082,207136,241344,180727,219184
           50,2439226,44189,116405082,207136,242688,180727,216832
           51,2420962,44039,116405082,207136,242688,180727,214816
           52,2376680,44089,116405082,207136,241280,180727,218680
           53,2354853,44310,116405082,207136,242624,180727,217952
           54,2318775,44366,116405082,207136,241408,180727,217168
           55,2287469,44685,116405082,207136,241280,180727,217560
           56,2238716,44772,116405082,207136,242688,180727,220640
           57,2238545,44868,116405082,207136,252032,180727,218512
           58,2212879,44916,116405082,207136,242624,180727,218344
           59,2200948,45196,116405082,207136,241024,180727,219912
           60,2205742,45076,116405082,207136,244992,180727,220024
           61,2208661,45573,116405082,207136,241472,180727,219520
           62,2197650,45610,116405082,207136,245952,180727,217224
           63,2212627,45855,116405082,207136,245056,180727,221256
           64,2212318,45804,116405082,207136,241280,180727,219688
           65,2298617,46299,116405082,207136,246016,180727,219688
           66,2309028,46337,116405082,207136,248896,180727,221088
           67,2294471,46025,116405082,207136,248832,180727,220696
           68,2298073,46330,116405082,207136,245376,180727,220696
           69,2300830,46544,116405082,207136,244864,180727,220528
           70,2302343,46844,116405082,207136,250176,180727,220640
           71,2305152,46600,116405082,207136,243392,180727,221144
           72,2289064,46860,116405082,207136,252224,180727,220696
           73,2299884,47049,116405082,207136,241536,180727,220696
           74,2292467,47091,116405082,207136,245824,180727,220864
           75,2299261,47205,116405082,207136,247680,180727,219800
           76,2298624,47376,116405082,207136,254656,180727,219912
           77,2299773,47710,116405082,207136,246848,180727,221872
           78,2293230,47523,116405082,207136,247488,180727,221312
           79,2291484,47638,116405082,207136,255296,180727,221480
           80,2294593,47853,116405082,207136,244480,180727,220864
           81,2298281,48270,116405082,207136,246272,180727,222264
           82,2288567,48007,116405082,207136,244864,180727,221536
           83,2286622,48053,116405082,207136,251328,180727,221704
           84,2301043,48261,116405082,207136,254016,180727,219520
           85,2300481,48285,116405082,207136,244544,180727,220696
           86,2294609,48687,116405082,207136,246272,180727,222096
           87,2289231,48586,116405082,207136,245824,180727,221200
           88,2300745,48800,116405082,207136,249088,180727,219856
           89,2295171,48863,116405082,207136,241344,180727,220920
           90,2297555,49028,116405082,207136,255296,180727,220696
           91,2291569,49146,116405082,207136,242752,180727,222264
           92,2297579,49132,116405082,207136,245184,180727,220248
           93,2298275,49331,116405082,207136,246400,180727,221592
           94,2294902,49533,116405082,207136,248640,180727,221592
           95,2299694,49564,116405082,207136,246912,180727,220976
           96,2295577,49549,116405082,207136,254784,180727,221984
           97,2287905,49737,116405082,207136,241472,180727,220416
           98,2300648,50024,116405082,207136,243328,180727,221816
           99,2292281,50106,116405082,207136,245504,180727,219912
           100,2294059,50378,116405082,207136,244928,180727,220360
           101,2295293,50464,116405082,207136,259264,180727,220976
           102,2302640,50605,116405082,207136,245184,180727,220136
           103,2304852,50599,116405082,207136,257984,180727,220136
           104,2293685,50705,116405082,207136,245504,180727,219856
           105,2306136,50991,116405082,207136,244096,180727,220360
           106,2294867,50960,116405082,207136,245440,180727,221144
           107,2289006,51088,116405082,207136,243200,180727,218904
           108,2308730,51204,116405082,207136,243776,180727,221536
           109,2294779,51463,116405082,207136,245184,180727,220808
           110,2296534,51432,116405082,207136,244352,180727,222544
           111,2314662,51755,116405082,207136,247424,180727,220472
           112,2308543,51862,116405082,207136,245632,180727,220136
           113,2305172,52333,116405082,207136,244800,180727,219632
           114,2293351,51888,116405082,207136,257600,180727,221256
           115,2294005,52191,116405082,207136,247232,180727,222432
           116,2312092,52340,116405082,207136,242304,180727,220360
           117,2296509,52530,116405082,207136,242432,180727,222600
           118,2292356,52493,116405082,207136,242560,180727,221088
           119,2289095,52399,116405082,207136,253056,180727,221536
           120,2290931,52740,116405082,207136,250816,180727,222208
           121,2300536,52978,116405082,207136,245056,180727,220192
           122,2291630,53132,116405082,207136,245504,180727,220976
           123,2304229,53436,116405082,207136,249216,180727,221144
           124,2307844,53460,116405082,207136,241280,180727,220752
           125,2300346,53617,116405082,207136,243136,180727,219184
           126,2291114,53337,116405082,207136,242240,180727,221144
           127,2285520,53705,116405082,207136,244992,180727,220752
           128,2298685,53956,116405082,207136,243456,180727,220248
           129,2296391,54659,116405082,207136,241984,180727,219408
           130,2296483,54583,116405082,207136,251328,180727,220696
           131,2293349,54389,116405082,207136,242944,180727,220584
           132,2299371,54387,116405082,207136,244736,180727,220808
           133,2292683,54704,116405082,207136,246464,180727,220192
           134,2300552,54756,116405082,207136,245888,180727,220248
           135,2301206,55022,116405082,207136,244352,180727,221928
           136,2293039,54907,116405082,207136,246656,180727,220752
           137,2292232,55237,116405082,207136,248384,180727,220976
           138,2301006,55281,116405082,207136,249792,180727,220584
           139,2302493,55575,116405082,207136,241536,180727,220640
           140,2303361,55374,116405082,207136,246528,180727,220192
           141,2298527,55903,116405082,207136,247488,180727,219800
           142,2299039,55784,116405082,207136,243136,180727,220808
           143,2297376,55900,116405082,207136,242816,180727,221032
           144,2288430,56001,116405082,207136,245504,180727,220416
           145,2301958,56350,116405082,207136,250944,180727,220528
           146,2293389,56173,116405082,207136,250112,180727,219464
           147,2296767,56361,116405082,207136,249728,180727,221424
           148,2293663,56640,116405082,207136,241792,180727,221424
           149,2297831,56747,116405082,207136,254016,180727,221200
           150,2298027,56781,116405082,207136,246656,180727,222040
           151,2308916,56916,116405082,207136,243520,180727,220640
           152,2292487,56989,116405082,207136,241728,180727,221312
           153,2298462,57476,116405082,207136,241472,180727,221424
           154,2302128,57506,116405082,207136,242368,180727,222264
