CUDA heap size: 268435456
-1,314794509,524473,526272,524533,527296
105484,236262674,263586,526272,524533,527296
67470,164438279,225684,526144,322434,527296
64261,172169182,187074,525888,386688,527296
65153,169342742,153277,525504,411443,527296
66731,167308916,124336,524672,433727,527296
57656,118130380,96576,522688,297909,527296
51789,112038486,89332,518400,284547,527296
54685,117418255,78464,507328,313072,527296
53739,115301874,70757,487744,313459,527296
45421,87871012,66981,465344,225673,527296
42848,73686864,62201,443904,183040,527296
40190,71889393,63283,427136,176469,527240
41856,75346380,62439,406400,188802,527240
36200,58857665,64362,391104,132637,526848
34885,56449006,67439,373888,120887,526736
34600,52353172,69786,359296,104776,526680
33085,52850632,75738,349184,100501,526680
31663,48183396,81907,336064,78950,519232
31417,48632264,89632,326592,72671,518560
31742,51146497,98762,319232,71952,517888
32289,51519427,107691,311040,63690,517664
30573,50724865,121086,305792,47867,491512
31587,55407413,134798,300800,49993,488936
32662,60370129,151261,296128,50116,486976
33699,66137459,169604,291968,50766,486080
34229,68876388,189548,289216,40568,444024
35099,76358898,214631,287744,39747,441672
36963,85052469,240965,286848,42218,440272
39226,94347368,271027,286656,43520,439320
41085,103839069,304565,316992,41587,406448
43242,114164769,340755,355520,40045,404432
45583,127467377,382389,400256,42395,403088
48819,141701141,425855,446080,45940,401968
51762,156470883,473862,494784,47190,380072
55262,172389381,524539,549312,50420,378448
58693,188723900,576936,602880,52487,377832
62418,207161356,632645,663040,57714,377496
66338,225575948,689157,724480,62653,366912
70374,244484779,746433,785984,68546,366240
74235,263296867,802914,845376,75534,366016
90109,281342638,856565,903936,81454,365904
81475,299751039,908481,962432,90539,361144
85889,316397227,954254,1012032,100269,361088
89455,332248769,995827,1060032,111524,361032
92172,345939582,1029399,1101376,123403,360976
95779,357126310,1055660,1136704,134657,358624
97758,367399438,1074907,1162944,150124,358512
100261,374517946,1082572,1176256,165888,358456
101318,379356835,1081385,1181632,183169,358344
103191,381390547,1069456,1182528,200928,357280
103216,380468984,1048463,1182528,218599,357224
102988,377851622,1019421,1182528,239498,357224
103695,371951911,980234,1182528,259894,357224
102952,364611745,934637,1182464,280620,356832
101878,354621861,881007,1182464,301128,356832
101470,342747355,823272,1182464,319475,356832
98922,330632806,762238,1182464,339712,356832
98000,316656323,697795,1182464,358041,370664
