273887392,4391,304,4748394,494984,587712,466206,527280
289998296,4409,304,4748394,494984,582912,466206,528600
306109200,4436,307,4748394,494984,590592,466206,529080
322220104,4447,306,4748394,494984,580928,466206,530820
338331008,4509,307,4748394,494984,596224,466206,530100
354441912,4551,307,4748394,494984,578368,466206,532080
370552816,4566,308,4748394,494984,582592,466206,534540
386663720,4620,309,4748394,494984,576960,466206,532980
402774624,4699,312,4748394,494984,583232,466206,533880
418885528,4699,307,4748394,494984,599936,466206,537300
434996432,4752,308,4748394,494984,588672,466206,537480
451107336,4782,308,4748394,494984,578176,466206,538140
467218240,4801,309,4748394,494984,591168,466206,538500
483329144,4870,308,4748394,494984,577536,466206,540360
499440048,4861,313,4748394,494984,586880,466206,540540
515550952,4883,309,4748394,494984,596800,466206,541020
531661856,4897,307,4748394,494984,586176,466206,543720
547772760,4930,309,4748394,494984,582272,466206,542880
563883664,4946,313,4748394,494984,587328,466206,544800
579994568,4950,307,4748394,494984,587328,466206,542820
596105472,4960,306,4748394,494984,581568,466206,544740
612216376,5032,312,4748394,494984,577856,466206,544800
628327280,5024,308,4748394,494984,584960,466206,545880
644438184,5065,307,4748394,494984,577728,466206,544320
660549088,5105,306,4748394,494984,578432,466206,545640
676659992,5114,311,4748394,494984,592832,466206,547380
692770896,5168,309,4748394,494984,599616,466206,548400
708881800,5142,307,4748394,494984,585088,466206,548400
724992704,5176,309,4748394,494984,585728,466206,549840
741103608,5169,307,4748394,494984,591168,466206,549360
757214512,5140,307,4748394,494984,584576,466206,550260
773325416,5090,306,4748394,494984,586240,466206,549360
789436320,5050,307,4748394,494984,593664,466206,550860
805547224,4992,306,4748394,494984,583040,466206,549540
821658128,4961,306,4748394,494984,599808,466206,550500
837769032,4876,306,4748394,494984,583232,466206,552840
853879936,4808,309,4748394,494984,577664,466206,550980
869990840,4706,307,4748394,494984,583808,466206,551160
886101744,4623,309,4748394,494984,579392,466206,551760
902212648,4527,306,4748394,494984,579712,466206,552840
918323552,4425,308,4748394,494984,583808,466206,552900
934434456,4332,304,4748394,494984,591680,466206,552600
950545360,4222,305,4748394,494984,592640,466206,552000
966656264,4130,307,4748394,494984,579712,466206,553860
982767168,4036,306,4748394,494984,592640,466206,551580
998878072,3954,306,4748394,494984,593536,466206,551520
1014988976,3899,306,4748394,494984,589312,466206,552480
1031099880,3889,306,4748394,494984,590720,466206,552780
1047214536,4010,398,4748394,494984,584832,466206,552180
1063325440,4013,396,4748394,494984,583168,466206,551880
1079436344,4010,397,4748394,494984,580288,466206,551100
1095547248,4005,398,4748394,494984,589824,466206,551580
1111658152,4017,395,4748394,494984,588416,466206,552480
1127769056,4018,401,4748394,494984,583104,466206,552900
1143879960,4007,397,4748394,494984,588928,466206,551280
1159990864,4011,398,4748394,494984,582208,466206,551820
1176101768,4031,401,4748394,494984,579200,466206,553320
1192212672,4033,401,4748394,494984,597056,466206,552180
1208323576,4011,397,4748394,494984,588928,466206,552840
1224434480,4027,404,4748394,494984,594496,466206,550140
1240545384,4014,400,4748394,494984,588032,466206,553560
1256656288,4009,400,4748394,494984,575296,466206,551280
1272767192,4024,400,4748394,494984,585920,466206,552960
1288878096,4022,402,4748394,494984,584576,466206,553560
