CUDA heap size: 134217728
17390,236262674
14493,164438279
14773,172169182
14608,169342742
14512,167308916
13112,118130380
12193,112038486
12427,117418255
12488,115301874
11232,87871012
10651,73686864
10479,71889393
10464,75346380
9831,58857665
9604,56449006
9664,52353172
9453,52850632
9124,48183396
9052,48632264
9032,51146497
9096,51519427
8929,50724865
8944,55407413
9052,60370129
9226,66137459
9278,68876388
9566,76358898
9798,85052469
10093,94347368
10286,103839069
10572,114164769
10906,127467377
11304,141701141
11680,156470883
12205,172389381
12488,188723900
12769,207161356
13473,225575948
13945,244484779
14249,263296867
14590,281342638
15146,299751039
15543,316397227
15800,332248769
16175,345939582
16459,357126310
16794,367399438
16939,374517946
17196,379356835
17436,381390547
17409,380468984
17513,377851622
17582,371951911
17647,364611745
17574,354621861
17445,342747355
17300,330632806
17042,316656323
16986,302308841
16877,287200056
16495,271632592
16210,257001274
15997,242084477
15693,227956975
15437,213987475
15098,200175417
14784,188200421
14535,176683427
14030,166269981
13726,156198420
13461,146488481
13017,138192164
12872,130647332
12614,123337091
12327,116877819
11979,110267927
11798,104887799
11661,99930665
11489,95069758
11248,90746270
11091,86285085
10879,82389917
10572,79150272
10660,75738713
10454,72649248
10166,69323706
9952,66735308
9898,64515315
9714,62040565
9692,59970667
9536,57641080
9384,55543798
9384,54164785
9287,52607191
9227,51166113
9099,49404430
9245,48319315
8903,47199485
9126,46356021
8930,45531956
8915,44597478
8873,44016444
8820,43516096
8987,43469509
8778,43058241
8708,42583103
8704,42517875
8835,42820666
8654,43213189
8696,43449039
8704,43722250
8639,44347393
8637,45085013
8840,45871104
8603,46737359
8911,47592976
8744,48876277
8810,50204668
8911,51469768
8862,52973518
9128,54594704
9072,56083760
9216,58062966
9222,59858895
9228,62134155
9435,63846563
9367,65976120
9393,68437756
9571,71027718
9652,73382763
9776,75814197
9767,78522882
10037,81250942
10205,84044696
10096,86881452
10125,89556053
10252,92647370
10476,95656221
10446,98708530
10708,101692106
10737,104601111
10911,107727484
11038,110549039
11023,113583174
11310,116706451
11180,119308126
11394,122053609
11522,124736317
11534,127334675
11594,129435109
11848,131730793
11830,133814485
12016,135915216
11974,137386435
12027,138978686
12314,140530624
12156,141694296
12270,142889253
12464,143724225
12327,144385060
12548,145054008
12663,145485210
12565,145523715
12666,145669090
12688,145332023
12460,145288441
12613,144742264
12644,143984647
12645,143087740
12472,142225391
12409,141047645
12481,139925852
12336,138725803
12560,137006058
12404,135684448
12357,134263925
12240,132828640
12246,131015632
12257,129078644
12230,127433458
12148,125885998
12033,123849029
11960,121916859
11953,120194054
11909,118382047
11910,116621014
11705,114969705
11665,113194695
11699,111669732
11686,109902862
11584,108301202
11447,106615445
11494,105298872
11517,103704948
11375,102464920
11352,101189827
11180,99765601
11187,98979468
11191,97949623
11125,96876832
10995,96019546
11078,95268980
11072,94812084
10971,94217036
10904,93620962
10954,93148145
11081,92899907
10816,92707085
10957,92871548
10841,92637573
10979,92853810
11027,93051124
10780,93355641
10925,93596833
10726,94207094
10785,94682221
10817,95471981
10954,95903581
10817,96584241
11073,97416449
10967,98252849
10995,98942118
10984,100054957
11053,101011247
11135,102052252
11103,103089710
11249,104260487
11277,105391937
11287,106454869
11275,107593438
11409,108822850
11411,110037282
11530,111307732
11387,112260051
11454,113429788
11656,114470321
11644,115959232
11548,117053445
11782,117984477
11667,119008415
11816,120095438
11748,121186358
11799,121787999
11713,122355637
11963,122947490
11833,123590711
11827,124010199
11888,124721894
11967,125031267
11965,125502348
12045,125875481
11970,125967509
12061,125937278
12034,126334745
11987,126042039
12042,125922638
12004,125368039
12196,125434301
12089,124898882
12009,124486311
12125,124144131
12071,123818683
12018,123382403
11920,123106405
11986,122633677
11944,122202973
11934,121923104
11935,121277037
11923,120717857
12034,120117611
11857,119614280
11862,118849710
11999,117897742
11741,117430042
11775,116569779
11738,116011863
11810,115356316
11772,114360572
11715,113990308
11672,113004695
11745,112331902
11786,111795120
11552,110812509
11505,110397644
11564,109622915
11618,109001829
11603,108560363
11565,107863763
11461,107646547
11423,106852032
11565,106557395
11444,106090254
