CUDA heap size: 268435456
-1,314794509,524473,527680,524533,527680
162602,236262674,263586,527680,524533,527680
126169,164438279,225684,527616,322434,527680
141245,172169182,187074,527488,386688,527680
139779,169342742,153277,527296,411443,529920
146699,167308916,124336,526656,433727,533504
93028,118130380,96576,524288,297909,533120
79082,112038486,89332,519936,284547,532416
80785,117418255,78464,509184,313072,536512
79298,115301874,70757,490880,313459,537280
69731,87871012,66981,468864,225673,534848
65534,73686864,62201,447872,183040,534272
62887,71889393,63283,430528,176469,534272
63706,75346380,62439,409536,188802,535488
57960,58857665,64362,392320,132637,533760
56231,56449006,67439,375744,120887,531904
55927,52353172,69786,361024,104776,531840
54930,52850632,75738,351360,100501,531840
52695,48183396,81907,339584,78950,524864
52176,48632264,89632,329792,72671,523648
52526,51146497,98762,321536,71952,523584
53143,51519427,107691,313152,63690,523520
51490,50724865,121086,307456,47867,500736
52506,55407413,134798,302848,49993,498368
53401,60370129,151261,299840,50116,498112
54690,66137459,169604,295936,50766,497088
55184,68876388,189548,292416,40568,460864
55852,76358898,214631,290880,39747,457664
57713,85052469,240965,292480,42218,457088
59651,94347368,271027,300928,43520,455808
61185,103839069,304565,320064,41587,425408
63158,114164769,340755,355904,40045,423232
65313,127467377,382389,397568,42395,422656
69783,141701141,425855,445056,45940,421184
71924,156470883,473862,494656,47190,401024
74792,172389381,524539,548416,50420,399808
80085,188723900,576936,602944,52487,399680
83186,207161356,632645,662656,57714,399296
86709,225575948,689157,722944,62653,388160
89001,244484779,746433,782592,68546,387136
92250,263296867,802914,844736,75534,387264
95696,281342638,856565,902528,81454,387136
99202,299751039,908481,959424,90539,381696
102451,316397227,954254,1012288,100269,382272
105570,332248769,995827,1059712,111524,382848
108301,345939582,1029399,1100160,123403,383872
111627,357126310,1055660,1133504,134657,382336
114595,367399438,1074907,1159296,150124,384000
117476,374517946,1082572,1175488,165888,385088
119937,379356835,1081385,1185408,183169,387456
122631,381390547,1069456,1188608,200928,389184
124873,380468984,1048463,1188992,218599,392448
126334,377851622,1019421,1189184,239498,397632
126781,371951911,980234,1189568,259894,401856
127180,364611745,934637,1189568,280620,408576
127239,354621861,881007,1189696,301128,417664
126810,342747355,823272,1189696,319475,427328
126261,330632806,762238,1189632,339712,438592
124767,316656323,697795,1189440,358041,451520
123034,302308841,632636,1189056,374847,466048
121536,287200056,567424,1188928,390160,478976
119615,271632592,504644,1188736,400915,491456
117120,257001274,445021,1188672,411115,504896
115277,242084477,388249,1188672,418788,515328
112816,227956975,335741,1188288,423854,526272
110952,213987475,287586,1188032,425933,532608
108114,200175417,244581,1186688,423097,537408
105848,188200421,206603,1184064,420918,544128
103333,176683427,173514,1176640,416236,550016
101145,166269981,144834,1163520,409316,549760
98138,156198420,119951,1141248,400648,547008
95202,146488481,99363,1107584,388829,548096
93465,138192164,82238,1060928,378325,548800
92024,130647332,68014,997888,367355,550272
88981,123337091,56543,923840,354947,550400
87099,116877819,47250,841728,342309,551552
85267,110267927,39870,753344,327863,551296
82776,104887799,34103,664384,315506,551616
80738,99930665,29517,573952,303576,549952
78582,95069758,25880,496640,291219,548480
75226,90746270,23234,422208,279063,547264
73688,86285085,21193,355136,266032,545920
72284,82389917,19783,300416,254856,543872
70529,79150272,18601,248704,244807,542400
69309,75738713,17857,205888,234579,540544
68098,72649248,17508,171392,224757,539200
64982,69323706,17445,144832,213585,536128
64335,66735308,17700,123648,204679,534848
62986,64515315,18032,108672,196630,532352
62073,62040565,18646,96832,188269,529088
60903,59970667,19448,86848,180396,525376
60025,57641080,20256,77824,171626,522880
59344,55543798,21209,71488,164448,520192
58751,54164785,22152,66688,158425,517248
57820,52607191,23415,62528,151786,513408
57076,51166113,24736,58752,145845,510464
56393,49404430,26136,55616,139050,507264
55743,48319315,27700,52352,133487,504064
55059,47199485,29308,49984,128357,500032
54698,46356021,31247,48256,123240,498240
54144,45531956,33412,47296,118666,495680
53526,44597478,35551,47296,113325,492288
53132,44016444,37937,47936,108778,486720
52726,43516096,40267,48512,105020,482880
52452,43469509,42979,51136,101565,479616
52255,43058241,45618,51840,98365,476864
51848,42583103,48439,56128,93858,471424
51524,42517875,51533,58048,90770,468480
51403,42820666,54656,61376,88370,465472
51285,43213189,58012,65088,86199,461760
51211,43449039,61492,68352,83558,456064
50999,43722250,65102,73344,80548,452416
50926,44347393,69090,77248,78626,449600
50987,45085013,73030,81408,77489,445760
51133,45871104,77238,86784,75724,439936
51252,46737359,81624,91712,74484,435584
51378,47592976,86208,95232,72664,432192
51445,48876277,91330,101184,71475,428096
51762,50204668,96366,106944,70831,421056
52040,51469768,101696,113088,70303,416704
52288,52973518,106701,119168,70221,413056
52669,54594704,112388,125248,69533,409536
52993,56083760,118091,131008,69102,402240
53351,58062966,123997,138944,69591,398016
53759,59858895,130159,145792,70118,393984
54450,62134155,136322,152064,70804,389824
54814,63846563,142639,160256,70666,380416
55562,65976120,149133,166336,71412,376576
56047,68437756,155787,173504,72745,372992
56639,71027718,162685,181952,74321,369216
57386,73382763,169539,189888,75356,361280
57843,75814197,176694,196672,76371,358656
58573,78522882,183710,205504,78203,355584
59423,81250942,190708,213120,80315,352384
60099,84044696,198144,221440,82187,345920
61045,86881452,205573,229824,84241,343616
61875,89556053,212948,239680,86055,340608
62614,92647370,220476,246848,88561,337728
63668,95656221,227789,255232,91281,331392
64450,98708530,235000,263104,93960,328448
65455,101692106,242376,270528,96789,326336
68235,104601111,249385,280256,99525,324288
69206,107727484,256312,287168,102682,318272
70112,110549039,263134,297600,106072,315456
71055,113583174,269341,303424,109643,313152
72129,116706451,275630,310208,113435,312128
72903,119308126,280922,316992,116868,306688
73992,122053609,285971,324160,120840,305344
74871,124736317,290599,329728,125107,304064
77836,127334675,294229,333760,129256,302976
78330,129435109,297649,338368,133325,299520
79709,131730793,300753,343744,137556,298176
80827,133814485,303391,347072,142031,298240
81343,135915216,305544,350016,146593,298304
82244,137386435,306677,351808,150730,296384
83005,138978686,307875,353280,155030,296384
83675,140530624,308515,354880,159492,296320
84370,141694296,308326,356864,164185,296704
84790,142889253,307698,357696,168424,295808
85176,143724225,306822,358528,172153,296704
85887,144385060,305183,358720,176069,297536
86392,145054008,303323,358784,180119,298816
86759,145485210,301051,359104,183543,298432
87301,145523715,298148,359488,186939,299392
87811,145669090,294734,359872,190394,299776
87790,145332023,291108,359872,193768,300672
