CUDA heap size: 268435456
-1,314794509,524473,526400,524533,525312
222714,236262674,263586,526336,524533,525312
179941,164438279,225684,526272,322434,525312
190981,172169182,187074,526144,386688,525312
189424,169342742,153277,526080,411443,525312
123476,167308916,124336,525568,433727,525312
93179,118130380,96576,522944,297909,525312
81602,112038486,89332,518528,284547,525312
83978,117418255,78464,507968,313072,525312
83277,115301874,70757,490240,313459,525312
74059,87871012,66981,469888,225673,525312
71086,73686864,62201,448960,183040,525312
67803,71889393,63283,431040,176469,525312
69714,75346380,62439,409728,188802,525312
63555,58857665,64362,395328,132637,525120
62031,56449006,67439,377920,120887,525120
61925,52353172,69786,364992,104776,524928
60363,52850632,75738,354752,100501,524928
58920,48183396,81907,342400,78950,520576
58283,48632264,89632,333312,72671,519808
58851,51146497,98762,324992,71952,519424
59144,51519427,107691,315520,63690,519296
57558,50724865,121086,309888,47867,499328
58358,55407413,134798,304768,49993,497472
59648,60370129,151261,300224,50116,496320
60938,66137459,169604,295680,50766,495552
61722,68876388,189548,292608,40568,461504
62468,76358898,214631,291264,39747,459840
64748,85052469,240965,290240,42218,458432
67033,94347368,271027,289984,43520,457856
69292,103839069,304565,320320,41587,428160
71725,114164769,340755,359104,40045,426112
74916,127467377,382389,397376,42395,425024
78546,141701141,425855,447296,45940,423936
81534,156470883,473862,494656,47190,404352
85294,172389381,524539,548032,50420,402496
88934,188723900,576936,606272,52487,402176
92556,207161356,632645,663808,57714,401728
97257,225575948,689157,721600,62653,390464
101193,244484779,746433,785344,68546,389632
105444,263296867,802914,847296,75534,389184
110375,281342638,856565,903872,81454,389120
113292,299751039,908481,959744,90539,384512
117139,316397227,954254,1016064,100269,384128
121620,332248769,995827,1060736,111524,384064
126295,345939582,1029399,1100800,123403,384000
129699,357126310,1055660,1136384,134657,382080
130770,367399438,1074907,1160128,150124,381952
133237,374517946,1082572,1176000,165888,381888
135310,379356835,1081385,1181248,183169,381888
136407,381390547,1069456,1181248,200928,380800
136466,380468984,1048463,1181248,218599,380800
137193,377851622,1019421,1181184,239498,380800
137456,371951911,980234,1181120,259894,380800
136562,364611745,934637,1181120,280620,380416
136318,354621861,881007,1181056,301128,380416
134999,342747355,823272,1181056,319475,380416
