21,2770803,41302,116405082,207136,246848,180727,202664
           22,2703083,41269,116405082,207136,242816,180727,202720
           23,2751904,41509,116405082,207136,243392,180727,204680
           24,2755651,41859,116405082,207136,241408,180727,204176
           25,2686181,41702,116405082,207136,252800,180727,205016
           26,2785051,41742,116405082,207136,245440,180727,206024
           27,2843266,41710,116405082,207136,242368,180727,205856
           28,2747303,42188,116405082,207136,241152,180727,207256
           29,2866913,42023,116405082,207136,242752,180727,206696
           30,2834892,42676,116405082,207136,241472,180727,208544
           31,2881492,42632,116405082,207136,241856,180727,208432
           32,2876576,42181,116405082,207136,243584,180727,209160
           33,2970090,42900,116405082,207136,241024,180727,209944
           34,2885200,42799,116405082,207136,241728,180727,210448
           35,2827064,42408,116405082,207136,249984,180727,210224
           36,2832035,42795,116405082,207136,242752,180727,211400
           37,2799048,43030,116405082,207136,243776,180727,213416
           38,2762905,42824,116405082,207136,242496,180727,211120
           39,2721628,42967,116405082,207136,248384,180727,211120
           40,2759647,42970,116405082,207136,244672,180727,214592
           41,2731803,43493,116405082,207136,241664,180727,215040
           42,2619073,42952,116405082,207136,243264,180727,212016
           43,2525936,43082,116405082,207136,251520,180727,214032
           44,2509926,43405,116405082,207136,246848,180727,215264
           45,2611170,43569,116405082,207136,246080,180727,214144
           46,2582354,43454,116405082,207136,251712,180727,212744
           47,2508180,43630,116405082,207136,242496,180727,213136
           48,2440363,43562,116405082,207136,253632,180727,211904
           49,2329784,43777,116405082,207136,244160,180727,214368
           50,2409207,44119,116405082,207136,242112,180727,214032
           51,2380464,43928,116405082,207136,241792,180727,213808
           52,2362202,43788,116405082,207136,242368,180727,213192
           53,2325792,44242,116405082,207136,241408,180727,212800
           54,2295963,44502,116405082,207136,241408,180727,212912
           55,2246678,44606,116405082,207136,241088,180727,214256
           56,2218633,44675,116405082,207136,243264,180727,214088
           57,2212656,44917,116405082,207136,250496,180727,214200
           58,2186898,44928,116405082,207136,248896,180727,213920
           59,2171969,44998,116405082,207136,243520,180727,214088
           60,2178675,44915,116405082,207136,241984,180727,213976
           61,2178089,45426,116405082,207136,241536,180727,213584
           62,2182967,45459,116405082,207136,250048,180727,213192
           63,2185864,45592,116405082,207136,244096,180727,213864
