293541,91200
393911,9287
547552,7593
856733,105304
876587,234894
1073763,302650
1218031,627116
1261298,798133
1421374,682613
1617254,937220
1683403,839875
2067393,1253870
2045154,1486125
2194977,1373918
2534037,1359144
2772668,1890397
3005265,1629849
3221698,2027733
3304684,2009800
3723083,2514053
3654448,2948800
3853437,2380966
4069513,2911706
4067878,2614646
4177183,2481773
4360835,2919641
4361656,3349809
4625547,3207192
4575077,3109323
5016607,3370842
5045196,3185690
5123196,3981182
5272874,3960455
5010027,3646646
5396003,3789914
5417897,4101925
5412637,4363507
5728349,4011308
5542546,4607316
5736359,4108442
5788423,4190759
5852182,5100091
6169937,4826132
6209751,4939771
6518169,4854935
6391740,5270607
6776665,5071938
6730934,4817180
6811612,5725620
6930816,5633436
7042497,5690410
7191002,6426920
7328104,6210722
7544146,6254508
7465520,6507409
7592357,6154001
7696212,6015992
7800529,6624490
7845730,6503469
8066895,6718015
8120855,7514818
8282361,6926832
8290034,6619661
8380052,7485695
8490913,7418269
8521388,7478227
8728913,7808890
8718992,7542447
8811283,7856421
8917891,8325633
9006189,7836769
9101065,8460380
9283932,8039701
9347127,8312576
9551993,8865169
9593105,8792379
9704703,8987212
9896134,8980340
9920875,9357330
10007096,8847101
10108835,8668209
10344426,9362308
10358255,9842906
10512273,9989657
10554788,9853509
10656273,9420060
10827960,9435438
10998502,10286129
11146301,9837275
11158097,10458654
11355233,9731010
11383277,10491990
11533144,10515054
11617349,11051900
11807004,11085778
11888800,10745566
11990018,10816294
12127408,11086469
12250804,10906529
12362131,10828717
12460052,11261128
12533864,10990180
12714804,11870379
12780518,11430258
12922617,11756049
13026918,11847743
13158811,12462439
13290107,12699560
13414177,11691197
13494051,11946431
13608730,12105121
13678794,12670733
13881329,12969818
14054597,12954147
14085442,12375786
14157579,13097129
14356204,13390061
14516058,12684463
14536528,13437175
14704350,13996480
14728739,13230661
14912670,13489631
15032963,14463151
15173086,13906077
15301933,13446144
15378934,14009878
15482494,14646458
15642457,13924416
15752244,13846576
15931757,15419033
16057648,14736992
16053902,14654576
16269917,14208710
16356514,14926962
16464379,14720912
16636545,15927446
16737498,15768456
16877380,15170642
16931911,15366111
17106312,16035652
17306453,16286929
17359012,16136029
17502767,15831138
17622632,16587968
17753050,15549567
17901093,16296997
17938684,16690886
18172431,15956792
18215821,16028788
18348844,16940319
18465967,17219419
18568174,17350428
18761206,17514892
18915633,16734947
18974213,17154415
19087236,16929787
19188418,17612342
19356401,17251647
19429622,17384822
19648339,18071740
19711731,18583730
19853643,18821565
19997284,17722160
20162111,18744378
20234400,18671690
20475759,17857593
20574237,18037395
20605847,20162555
20700220,18867499
20886810,19661325
21055571,18827066
21113309,19816533
21181027,19479319
21421755,19957441
21526813,20555767
21711631,19613830
21729754,18349627
21869919,19858747
22058445,19822601
22185958,19800875
22391555,19308963
22415529,19339277
22529711,20016482
22693690,21031371
22805533,20667191
22910676,21158436
23182029,21428323
23130916,21509343
23254483,21207856
23524370,21208807
23549207,21453094
23579758,22003826
23849477,21847877
24048123,22741834
24041794,20790454
24545544,22810207
24286736,21819548
24514732,21931052
24597258,22352305
24607943,22920773
24874104,22545323
25013934,23064334
25047201,23365763
25410694,22849241
25313717,22720467
25445755,22659427
25735399,23996654
25726906,22500997
25939724,23224002
26047510,23542244
26168617,23296707
26237281,23566416
26410965,23886240
26575425,24147319
26645095,24579793
26807545,24529020
27040077,24809958
27056396,23781172
27323605,24643605
27419505,23786377
27525594,25649969
27679530,25290588
27777119,26127887
28066574,25142009
28147703,24334006
28175286,26053543
28297350,25505035
28486830,25221672
28690990,26819591
28907261,26278101
28905495,27293344
29071934,26066549
29196384,26328439
29340131,26814433
29549851,26320989
29644655,26892221
29563932,27261981
29888177,27539779
29754085,27047895
30206969,27314347
30175510,26889798
30281773,27143635
30492775,26920775
30518865,27894512
30804882,27210643
30972664,27788980
31121187,28198587
31247473,27111114
31276290,27653110
31539010,29170821
31674025,28522407
31641827,28440440
31868765,29493031
31939655,27982668
32116313,27693990
32254537,27931973
32454481,27867575
32693018,29415285
32723567,28694546
32810190,30446938
32922672,29030782
33157554,28541867
33124981,29217561
33430442,29898350
33331055,29492690
33694812,30936453
33739732,30248025
33866054,29388731
33962300,29961501
34033231,30785583
34198928,30913764
34454980,30921125
34426469,30502547
34698307,30043403
34864057,29824430
35165524,31598264
35048964,30194110
35151138,31106621
35437105,31387890
35514268,30255584
35626956,30921373
35887553,32483350
35823417,31878886
36054729,31156647
36159053,32998532
36557444,33241781
36761204,31648026
36617712,32158511
36656818,32729818
36975199,32569466
36929161,33473673
37158479,33520015
37355770,31990964
37362723,33509154
37593680,33964159
37727282,33743676
37843746,34667721
37939784,32502550
38226038,33365617
