CUDA heap size: 268435456
-1,314794509,524473,529024,524533,524664
111749,236262674,263586,528960,524533,524664
56581,164438279,225684,528768,322434,524664
69363,172169182,187074,528576,386688,524664
66270,169342742,153277,528064,411443,524664
67608,167308916,124336,526976,433727,524664
58364,118130380,96576,524736,297909,524664
52224,112038486,89332,520704,284547,524664
55155,117418255,78464,510016,313072,524664
54119,115301874,70757,490560,313459,524664
45417,87871012,66981,468032,225673,524664
42984,73686864,62201,446336,183040,524664
39986,71889393,63283,431040,176469,524664
41814,75346380,62439,411136,188802,524664
35872,58857665,64362,394816,132637,524216
34776,56449006,67439,375872,120887,524160
34432,52353172,69786,361344,104776,524160
33017,52850632,75738,351296,100501,524160
31446,48183396,81907,338624,78950,516152
31104,48632264,89632,328384,72671,514920
31726,51146497,98762,321344,71952,514472
31951,51519427,107691,313152,63690,514304
30358,50724865,121086,307648,47867,489272
31484,55407413,134798,302208,49993,487144
32375,60370129,151261,298880,50116,485968
33604,66137459,169604,294400,50766,485072
33861,68876388,189548,291520,40568,447272
34925,76358898,214631,289920,39747,444584
36890,85052469,240965,289152,42218,443296
38867,94347368,271027,289152,43520,442512
40744,103839069,304565,320768,41587,410144
43089,114164769,340755,356864,40045,408184
45498,127467377,382389,401472,42395,407120
48654,141701141,425855,444800,45940,406280
51140,156470883,473862,493632,47190,386232
55033,172389381,524539,548032,50420,385000
58541,188723900,576936,602944,52487,384104
62083,207161356,632645,664128,57714,383320
66236,225575948,689157,721600,62653,372512
70045,244484779,746433,783424,68546,371840
74022,263296867,802914,845120,75534,371280
77973,281342638,856565,903936,81454,371112
81509,299751039,908481,959808,90539,365960
85836,316397227,954254,1014912,100269,365792
88981,332248769,995827,1059840,111524,365680
92550,345939582,1029399,1104576,123403,365680
94534,357126310,1055660,1136960,134657,363272
97171,367399438,1074907,1162624,150124,363160
100289,374517946,1082572,1176768,165888,363160
101862,379356835,1081385,1184768,183169,363160
102729,381390547,1069456,1186112,200928,361928
102537,380468984,1048463,1186112,218599,361928
102095,377851622,1019421,1186048,239498,361928
102923,371951911,980234,1186048,259894,361928
102113,364611745,934637,1186048,280620,361760
101589,354621861,881007,1186048,301128,361760
100668,342747355,823272,1186048,319475,361760
99041,330632806,762238,1186048,339712,361760
98077,316656323,697795,1186048,358041,371840
95199,302308841,632636,1186048,374847,376656
93757,287200056,567424,1186048,390160,390600
91596,271632592,504644,1186048,400915,407456
96727,257001274,445021,1185984,411115,415464
86084,242084477,388249,1185984,418788,420616
83626,227956975,335741,1185984,423854,431200
80884,213987475,287586,1185856,425933,431200
77788,200175417,244581,1185600,423097,431200
75293,188200421,206603,1184064,420918,431200
72283,176683427,173514,1181376,416236,431200
69489,166269981,144834,1174784,409316,431200
66399,156198420,119951,1162240,400648,431200
64733,146488481,99363,1140160,388829,431200
61469,138192164,82238,1103744,378325,431200
59826,130647332,68014,1050368,367355,431200
57912,123337091,56543,982592,354947,431200
55383,116877819,47250,907328,342309,431200
53685,110267927,39870,814976,327863,431200
51802,104887799,34103,724544,315506,431200
50932,99930665,29517,633600,303576,431200
49265,95069758,25880,546304,291219,431200
46947,90746270,23234,467456,279063,431200
46427,86285085,21193,393664,266032,431200
44177,82389917,19783,331008,254856,431200
43848,79150272,18601,272512,244807,431200
42717,75738713,17857,222272,234579,431144
41831,72649248,17508,185344,224757,431144
40655,69323706,17445,156928,213585,431088
39619,66735308,17700,134656,204679,431088
