0,0
527729,737786
212383,956148
215532,415473
182038,248277
258355,233600
286232,488520
158950,300775
146938,276212
121952,174094
110177,363134
138528,158946
88115,126313
77808,136625
53711,209795
60542,86718
75927,56067
53593,58458
45012,120889
40767,47097
49301,32989
62891,27957
52445,57486
52606,39069
55185,26137
64636,22507
74899,32218
78509,27007
84986,26385
93936,24488
104603,29504
121078,27202
132255,30403
143670,34352
156159,37885
171385,39526
188894,44247
202695,50872
214083,58824
225551,64130
238547,71188
251099,80637
259668,92917
265810,104546
270657,116001
276467,129210
280880,144273
283027,161612
282480,179536
281788,196683
282512,214147
283445,231890
281863,251573
278922,270725
277475,288047
277159,303722
276642,319178
275458,333644
272682,346232
270087,356542
267313,363689
266560,368382
264233,371689
259938,374314
254354,373606
250584,369574
246744,364505
242882,359188
236612,352639
230265,344631
224574,333745
217866,322958
213415,311977
205761,301668
198327,291621
192740,277839
185618,265781
180921,255151
173570,243869
165740,233830
159565,222207
154529,210605
149102,201338
143241,192035
136234,184146
131202,175310
127119,166451
122421,158587
117621,151459
112157,144818
108172,138550
105166,131307
101547,126010
97134,121359
93366,116752
90117,110797
88019,105862
85276,101956
82340,98959
79291,94981
76776,91067
75757,87368
74011,84783
71883,82675
69283,80192
67962,77024
67430,74127
66667,72160
65640,71096
63740,68986
62723,68002
62985,65181
63212,63723
62413,63413
61575,63169
61583,61459
62383,59967
63431,59600
63230,60374
63148,59720
63981,59391
65282,58643
66164,59247
67071,59705
67821,59900
69193,60410
71118,60309
72387,61290
73850,62400
75932,63513
77521,64825
80104,65448
81717,66626
83891,68772
86216,70861
88328,71717
91475,73600
93849,75097
96234,78178
99374,80173
101558,82490
104840,84986
107789,87738
110981,90806
113513,93358
116829,96157
120406,99685
122989,102286
126235,105658
129164,108487
131918,112385
135324,115958
138240,118547
141082,121662
144284,125048
146475,129238
149945,132221
151779,135431
155147,138642
156840,141645
159817,144760
161533,148276
163158,151441
165889,153831
167382,156691
169405,158926
170843,161577
172150,163989
173310,166800
174163,169229
175536,170656
176411,172737
177529,174623
177341,176072
177811,177809
178028,178318
178277,179597
178387,180642
178036,181467
176976,182650
176498,181985
176143,181948
174986,182376
174399,181940
173080,181856
171960,181174
170747,180548
169647,180102
169047,178933
166847,177993
