4489216,6234,167,426635,495296,399091,445800
4521984,6195,166,423741,498496,402262,445440
4554752,6283,168,429188,502976,404668,451800
4587520,6329,169,429186,512384,406488,455040
4620288,6399,168,435576,511488,411649,457440
4653056,6404,168,441462,514304,413514,465900
4685824,6498,168,443284,539520,415002,463800
4718592,6590,168,447586,536128,419067,470940
4751360,6569,168,449345,527744,421811,476460
4784128,6653,168,453276,530176,422841,473520
4816896,6763,168,452896,536896,426430,480240
4849664,6706,168,458248,536832,429836,478380
4882432,6838,169,462174,539776,431937,483540
4915200,6874,169,463785,563584,435748,486900
4947968,6928,168,464655,551552,438693,489720
4980736,6948,169,471666,553088,440800,492840
5013504,6974,171,474275,563072,443868,506220
