3092810,486584,559680,233294,796680
3176943,500822,598528,239211,788940
3263143,515448,597888,245257,781380
3351122,529715,597824,251711,770940
3441055,543462,637632,258667,763320
3531762,556795,637184,265911,757680
3624125,569889,674176,273494,750240
3712224,582047,673344,280869,742380
3801822,593538,673280,288744,736380
3894365,604865,714368,297110,731520
3988289,615369,713664,306026,726540
4080217,626050,713280,314581,719580
4166424,634663,752576,323205,714180
4257420,642931,751168,332661,709080
4343448,650033,750784,341907,703860
4430355,657190,750784,351255,698340
4513048,663108,790912,360532,694620
4596875,668501,789312,370196,690900
4675306,672093,788288,379861,687420
4745713,674996,787904,388675,681960
4819131,677743,787648,397986,678840
4886028,679728,787584,406692,675840
4954121,681043,787584,415856,673020
5018479,681169,787584,424996,669420
5076982,680825,787584,433501,666780
5129644,679052,787584,441784,664860
5174682,676427,787584,449343,662940
5222662,672972,787584,457678,660120
5264580,668922,787584,465402,658560
5302990,664405,787584,472825,656760
5336265,658307,787520,480192,655560
5362199,651827,787520,486674,653160
5387705,644943,787520,493268,652080
5409249,637247,787456,499644,651060
5426072,629095,787456,505541,650220
5436147,620572,787456,510633,648780
5435913,610701,787392,514830,647340
5436208,601025,787136,519019,646980
5434937,591184,787008,523055,646200
5425191,580688,786880,526161,645240
5414816,570085,786560,529223,644400
5397588,559034,786176,531498,644040
5378334,547723,785792,533595,643620
5354923,536424,785152,535093,642600
5328442,524748,784384,536314,641880
5303500,513683,782848,537493,641460
5268710,502875,781056,537155,641100
5229867,492109,779648,536220,640320
5196160,481935,777408,535765,639840
5155420,472051,773568,534181,639420
5118022,462840,769024,532786,639120
5075019,453947,764736,530454,638580
5029249,445051,759040,527728,637980
4985745,436215,753152,525300,637500
4940801,428068,744640,522371,637200
4898306,421589,737792,519077,636600
4853054,415262,729024,515324,636060
4803562,408812,720576,511018,635820
4763739,402890,710656,507867,635520
4716031,397128,701504,503521,634800
4675093,392512,692160,499651,634380
4636268,388402,680384,495866,633840
4590954,384628,669248,491010,633660
4550508,381303,659136,486657,632580
4509693,378450,648192,482049,632100
4474877,376668,636288,477839,631680
4440710,375310,623936,473540,631260
4411012,374716,614464,469552,630300
4382352,374349,604288,465615,629760
4347793,374531,592192,460600,629460
4320591,375714,581312,456207,629220
4300433,377516,572160,452555,628620
4277397,379712,561536,448323,627780
4256981,382002,550528,444425,627540
4238464,384673,541120,440635,627060
4226563,388070,532224,437479,625920
4214699,391281,524544,434408,625500
4202275,395157,518208,430972,624960
4196567,399090,512448,428471,624840
4192086,403236,507392,426054,624480
4192017,407609,504128,424170,624180
4191823,412463,501120,422062,623880
4191940,417941,498496,419731,623700
4197529,423003,497216,418360,622920
4201989,427789,496320,416946,622500
4215415,433648,531072,416353,622140
4229166,439522,529664,415800,621900
4240309,445803,528448,414700,621060
4256965,451936,528256,414451,620880
4274622,457775,528128,414471,620700
4294746,463874,567936,414732,620400
4315606,470006,567232,415084,619860
4337224,476197,566528,415519,619260
4366227,482465,566144,416976,618720
4394578,488896,566016,418270,618420
4422202,494779,606144,419695,617700
4448054,500104,604928,421106,617100
4478662,505710,603904,423076,616680
4510391,510908,603456,425381,616440
4541407,516104,602752,427585,615480
4573258,519833,602624,430537,615060
4603334,523717,642816,433169,614400
4636159,528046,641920,436003,614160
4667542,531248,640704,439114,613320
4700608,534584,639808,442408,613020
4732327,536841,638848,445972,612660
4761665,539317,638016,449102,612240
4789753,541885,637440,452014,611520
4821653,544095,637120,455624,610620
4847501,544927,637056,458960,610140
4872594,545617,636992,462249,609720
4892205,546148,636864,464823,609000
4916926,546861,636864,468049,608580
4943867,547488,636864,471629,608100
4967846,547515,636864,475043,607800
4989345,546657,636864,478482,607320
5008423,546413,636864,481312,606840
5023078,545544,636864,483778,606480
5041283,544736,636864,486725,606240
5058833,543516,636736,489755,605400
5069617,541149,636736,492310,605040
5077660,539315,636672,494245,604440
5085955,537152,636672,496357,603900
5093578,534506,636672,498580,603240
5102843,531586,636672,501155,603120
5109668,528149,636672,503603,602640
5105886,525045,636608,504393,602400
5102296,521627,636608,505345,601740
5099166,517898,636608,506496,601260
5102441,514050,636544,508613,601140
5106156,509602,636544,511050,601020
5094248,505229,636544,511223,600240
5079373,500770,636480,511009,599760
5068092,496417,636352,511263,599340
5058225,492358,636224,511593,599160
5050522,487639,636160,512515,598620
5034397,483027,635776,512188,598500
5016526,478834,635392,511432,598440
4998903,474341,634944,510840,598440
4983167,470253,633984,510344,597960
4968444,465861,633216,510123,597600
4945583,461008,631552,508937,597540
4920672,457609,629696,506835,597360
4895358,454309,627968,504633,596580
4879639,451272,625664,503689,596280
4864588,448201,623680,502855,596040
4840597,445321,621440,500662,596040
4816718,442938,618432,498272,595500
4792724,440260,615104,495992,595380
4772076,438345,611392,493863,595140
4757346,436081,607552,492729,594840
4735675,434189,603328,490444,594420
4710884,432545,599808,487607,593940
4687155,431381,595264,484716,593640
4667850,430616,591616,482286,593400
4656834,430241,587072,480873,593040
4637973,429442,582272,478521,592860
4619004,429678,578752,475710,592740
4595873,429740,573504,472379,592680
4584932,429978,568768,470714,592380
4578854,430829,564480,469481,592140
4566989,431718,560448,467405,591840
4551648,432972,556672,464676,591600
4533466,434567,552576,461395,591060
4527005,436023,548736,459848,590640
4527319,437509,545088,459256,590460
4522862,439346,542464,457832,590340
4510925,441275,539456,455300,589800
4502900,443836,536768,453056,589500
4507438,446996,534912,452350,589320
4512917,450248,532928,451739,589260
4510902,452822,532160,450348,589020
4510159,455708,531264,449005,588780
4508498,458253,540160,447677,588540
4516598,461674,539584,447368,588420
4525327,465181,539456,447112,588000
4531135,468713,574208,446428,587580
4536944,472404,572928,445676,587460
4548671,476089,571456,445772,587160
4562379,479536,570240,446253,586800
4576502,482629,569472,446945,586560
4590054,486465,568896,447237,586320
4600983,489660,568704,447429,586080
4616615,492920,600128,448265,585480
4633621,496519,598656,449152,585060
4651767,499455,597568,450486,584640
4669634,503012,596864,451514,584400
4683050,506294,596160,452024,584040
4698220,508525,595904,453235,583920
4718383,510696,595648,455185,583680
4740764,513758,595648,457070,583560
4753923,516028,628032,457977,583140
4769489,518055,626624,459332,582840
4785267,519315,625664,461046,582780
4802016,520593,624448,462891,582480
4824789,522157,623168,465474,582060
4837909,523217,622464,466894,581760
4848584,524582,621696,467834,581580
4860959,525102,621120,469379,581520
4878488,525317,620416,471791,581340
4897797,525192,619776,474603,581100
4909755,525202,619072,476307,580800
4917027,525183,618688,477354,580740
4929275,524816,618112,479261,580380
4939720,524653,617664,480823,580080
4949127,523850,617408,482511,579840
4957360,523323,617024,483913,579540
4967306,522317,616832,485765,579300
4973438,520812,616448,487286,579180
4979817,520059,615936,488520,579060
4986669,518906,615744,489993,578760
4990245,517459,615488,491124,578340
4990219,515691,615232,491878,577980
4993815,514708,614976,492813,577920
4994232,513083,614656,493569,577680
4995863,511480,614656,494489,577380
5000028,509996,614464,495720,577320
4997376,508090,614400,496158,577200
4992339,506278,614144,496215,577200
4987187,504129,613824,496400,576720
4982446,502124,613504,496582,576600
4979774,499670,612992,497252,576540
4975598,496990,612480,497804,576180
4965133,494148,612224,497527,575880
4956038,491492,611904,497366,575820
4948279,488831,611584,497398,575640
4940844,486089,611200,497511,575580
4933355,483679,610432,497474,575220
4916787,480793,609728,496344,574860
4905663,478072,608832,495921,574740
4898047,475454,608128,495955,574680
4890075,473352,606848,495717,574560
4881108,471623,605632,495177,573960
4862035,469491,604736,493366,573780
4851113,468081,603584,492410,573660
4839664,466591,602240,491413,573420
4827106,465016,600704,490294,573120
4814544,463876,598912,488988,572880
4796624,463162,596928,486734,572760
4782320,462342,594880,485042,572340
4772064,461371,593152,483993,572160
4763905,460770,591360,483085,572100
4751919,460130,589312,481647,571980
4734900,459553,586880,479463,571500
4722431,459207,584704,477830,571380
4713107,458920,582784,476621,571140
4708569,458427,580160,476184,570840
4699901,458074,578048,475097,570660
4683605,457780,574848,472895,570420
4675117,458404,572672,471415,570360
4671072,458528,569920,470784,570180
4666964,458918,567168,470030,569940
4661265,459340,564992,469035,569580
4651846,459845,562816,467473,569400
4646062,460878,560640,466204,569340
4645098,461665,558720,465729,569160
4645126,462827,556416,465235,568860
4642682,464026,554880,464372,568740
4638169,465065,553600,463282,568620
4634003,466152,552000,462221,568320
4632475,467556,551360,461401,568200
4636955,469789,550592,461084,568200
4644409,471947,550336,461224,568080
4642677,473766,550272,460197,567840
4646859,476182,584896,459759,567480
4651930,478248,583168,459598,567420
4658023,480769,582016,459388,567240
4667054,483175,580928,459647,567000
4671088,485110,579904,459394,566880
4677549,487623,578304,459240,566700
4687856,490221,577728,459599,566580
4699313,492717,576576,460166,566280
4709122,494855,576512,460651,566160
4716410,497401,576448,460601,566040
4721938,499568,612736,460462,566040
4736912,502366,610944,461402,565800
4748374,504495,609408,462127,565500
4764116,506912,608704,463340,565260
4774904,508366,607168,464258,564960
4780596,509197,606400,464715,564540
4792433,510205,605504,465974,564360
4807520,511083,603904,467753,564180
4816428,511775,603008,468729,564060
4827972,512914,602432,469890,563760
4836296,513969,601792,470627,563580
4845604,514582,601664,471694,563220
4862623,515705,601536,473644,562920
4874112,515771,601472,475257,562680
4882019,516085,601408,476252,562440
4885378,516087,601344,476731,561960
4890732,515970,601344,477546,561900
4901126,515629,601344,479177,561660
4907417,514303,601088,480644,561480
4909185,512965,601024,481470,561300
4907240,511304,601024,481904,561180
4910716,510344,601024,482812,560880
4922194,509711,600960,484723,560640
4928089,508484,600960,486091,560340
4927038,506631,600960,486735,560040
4921830,505168,600960,486618,559800
4921297,504267,600896,486928,559740
4932135,503528,600832,488793,559560
4937722,502686,600832,489952,559440
4936330,501473,600832,490273,559200
4931486,500150,600832,490148,559080
4925583,499279,600704,489678,558900
4922941,497836,600640,489919,558780
4929283,497283,600640,491062,558420
4927097,495831,600640,491372,558240
4916393,494167,600576,490556,558180
4903954,492781,600576,489373,558000
4899675,491420,600512,489345,557880
4905807,490076,600128,490797,557580
4903784,488319,599872,491261,557520
4890239,486849,599488,489956,557340
4879380,485397,599040,489027,557040
4872684,484103,598784,488625,556860
4870531,482851,598144,488854,556800
4869596,481627,597184,489245,556800
4856327,480354,596544,487895,556500
4847782,479489,595200,487045,556440
4844913,478969,594176,486858,556320
4842839,478245,593344,486872,556260
4832777,477467,592576,485768,556140
4818919,476504,591296,484201,556020
4810600,475999,590336,483229,555900
4809286,475302,588416,483340,555900
4805784,474844,587136,483036,555420
4795381,473915,585536,481948,555240
4782612,472517,584256,480723,555240
4772182,472251,583232,479347,555240
4768605,471628,581312,479103,555120
4768042,471151,579648,479227,555000
4761537,471127,578304,478308,554820
4753403,470791,576768,477290,554640
4743660,470299,575296,476109,554580
4740218,470281,573952,475625,554400
4740338,470363,572288,475607,554100
4737530,471576,570880,474686,554100
4729663,472176,569216,473305,553920
4723308,472909,567936,472083,553800
4723777,473798,566720,471769,553740
4723814,474585,565952,471437,553680
4721857,475832,564800,470623,553380
4718462,476994,564032,469640,553200
4713094,478154,563392,468376,553200
4717457,479774,562944,468305,552840
4719890,480690,562624,468260,552780
4718901,481758,562304,467661,552720
4715655,482643,562240,466818,552660
4713384,484126,562240,465858,552660
4717029,485558,596800,465765,552660
4721165,486869,595072,465794,552420
4724247,488601,593024,465492,552240
4731990,490384,591808,465834,552060
4735265,491884,590784,465659,551940
4741153,493856,589632,465655,551760
